UF,CÓDIGO DO MUNICÍPIO,MUNICÍPIO,CNES,NOME FANTASIA,TIPO NOVO DO ESTABELECIMENTO,TIPO DO ESTABELECIMENTO,SUBTIPO DO ESTABELECIMENTO,GESTÃO,CONVÊNIO SUS,CATEGORIA NATUREZA JURÍDICA,SERVIÇO,SERVIÇO CLASSIFICAÇÃO,SERVIÇO - AMBULATORIAL SUS,SERVIÇO - AMBULATORIAL NÃO SUS,SERVIÇO - HOSPITALAR SUS,SERVIÇO - HOSPITALAR NÃO SUS,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,NO_EMAIL,NO_URL
CE,230655,ITAREMA,2806339,HOSP MUNICIPAL NATERCIA JUNIOR RIOS,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA RIOS,S/N,,CENTRO,62590000,36671132,-2.9183325722263826,-39.91858720779419,HMNJR.ITAREMA@GMAIL.COM,
AL,270030,ARAPIRACA,3015408,UNIDADE DE EMERGENCIA DR DANIEL HOULY,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AL 220 KM 5,S/N,,SENADOR ARNON DE MEL,57315745,82 3539 8634,-9.7638729,-36.4307113,ueagreste@saude.al.gov.br,
RS,431410,PASSO FUNDO,2246929,HOSPITAL DE CLINICAS,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,TIRADENTES,295,,CENTRO,99010260,,-28.26360819548711,-52.40722060203552,juarez.dalvesco@hcpf.com.br,
CE,230725,JIJOCA DE JERICOACOARA,872784,UNIDADE BASICA DE SAUDE UBASF DA SEDE II,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA JOSE JOSAFA DIOGO,S/N,,CENTRO,62598000,,-2.904627,-40.44118,,
MG,314180,MINAS NOVAS,2134268,FUNDACAO MINAS NOVAS HOSPITAL DOUTOR BADARO JUNIOR,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Não,Não,AV ISRAEL PINHEIRO,284,,SAUDADE,39650000,(33)37641202,-17.221396945856185,-42.583136558532715,hospital@fhnhbj.com.br,
RJ,330510,SAO JOAO DE MERITI,6518893,SES RJ HOSPITAL DA MULHER HELONEIDA STUDART,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AUTOMOVEL CLUBE,S/N,LOTE 1745,JARDIM JOSE BONIFACI,25565171,21 26519600,-22804,-43372,,
TO,172100,PALMAS,2786117,HOSPITAL GERAL DE PALMAS DR FRANCISCO AYRES,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,201 SUL NS 01 CONJUNTO 02 LOTE,1,,CENTRO,77015202,(63 3218- 7814,-10.163285706904885,-48.350958824157715,dephgp@gmail.com,
PA,150140,BELEM,5274990,HOSPITAL PUBLICO DA MULHER SENHORA DE NAZARE,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVENIDA GENTIL BITENCOURT,2175,,SAO BRAS,66073220,,-1.459845,-48.487825,,
MT,510510,JUARA,5481139,SAE CTA CENTRO DE TESTAGEM E ACONSELHAMENTO JUARA,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,JOSE PEDRO DIAS,0,ANEXO CENTRO SAUDE,CENTRO,78575000,66996585989,-11.254070548928738,-57.50555080370645,,
SP,350190,AMPARO,2073323,AMBULATORIO DE ESPECIALIDADES DE AMPARO,016 AMBULATORIO,04 POLICLINICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA DR CARLOS BURGOS,S/N,,CENTRO,13901080,(19) 3807-6622,-22.700591257403953,-46.77069514989853,ambulatorio@amparo.sp.gov.br,
MG,312230,DIVINOPOLIS,2159252,HOSPITAL SAO JOAO DE DEUS,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA DO COBRE,800,,SAO JOAO DE DEUS,35500227,(37) 3229 7600,-20.14444,-44.87393,hospital@hsjd.com.br,
AP,160030,MACAPA,2906635,SES AP MATERNIDADE ZONA NORTE DRA EUCLELIA AMERICO,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA LIBERDADE,S/N,,RENASCER,68907030,9630822990,0.0572652,-51.1046514,adm.mznap@institutoovidiomachado.org,
RO,110030,VILHENA,2798484,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVENIDA SABINO BEZERRA DE QUEIROZ,4531,,JARDIM AMERICA,76980748,69 3322 5940,-12.737679556913744,-60.13199329376221,,
RJ,330025,ARRAIAL DO CABO,2267802,HOSPITAL GERAL DE ARRAIAL DO CABO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV GETULIO VARGAS,S/N,,CANAA,28930000,(22)26222107,-22.975957016644365,-42.02839136123657,fatura_saude@yahoo.com.br,
PE,261160,RECIFE,7958838,US 411 HOSPITAL DA MULHER DO RECIFE DRA MERCES PONTES CUNHA,007 CENTRO DE ASSISTENCIA OBSTETRICA E NEONATAL NORMAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,BR 101 SUL,S/N,,BARRO,50900400,81 2011-0100,-8.2382117,-34.9834594,,
AM,130240,LABREA,9498370,CENTRO DE ATENCAO INTEGRAL A SAUDE DA MULHER,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,PEREIRA SOBRINHO,130,,FATIMA,69830000,,-7.256518645059024,-64.79347944259644,,
AM,130240,LABREA,2012618,UNIDADE HOSPITALAR DE LABREA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,CEL LUIZ GOMES,S/N,,CENTRO,69830000,927311295,-7.269502800935558,-64.79066848754883,hospital.labrea@gmail.com,
MG,312710,FRUTAL,2098539,HOSPITAL MUNICIPAL FREI GABRIEL,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV BRASILIA,333,,JD LARANJEIRAS,38204138,(34)3421-3489,-20.0202979522,-48.9226450565,hospitalfreigabriel@frutal.mg.gov.br,
PI,220220,CAMPO MAIOR,2777754,HOSPITAL REGIONAL DE CAMPO MAIOR,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,B S LUIS,S/N,,S LUIS,64280000,,-4.837410979439784,-42.180354595184326,,
GO,521486,NOVA GLORIA,2441861,CENTRO DE SAUDE DE NOVA GLORIA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA SARGENTO LEONTINO,S/N,,CENTRO,76307060,(62)33453480,-15.151360896530054,-49.573949575424194,saudenovagloria@gmail.com,
MG,313930,MANGA,2205998,FHAHC,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV TIRADENTES,526,,CENTRO,39460000,(38) 3615-1348,-14.758833196548485,-43.93552780151367,,
SC,420890,JARAGUA DO SUL,5934125,CENTRO DE ATENCAO A SAUDE INFANTOJUVENIL CASI,017 UNIDADE DE ATENCAO PSICOSSOCIAL,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA FELICIANO BORTOLINI,1246,ANEXO FARMACIA SUS,BARRA DO RIO CERRO,89260090,4732768938,-26.513248265198158,-49.1186451321473,centraldeapoioaps@jaraguadosul.sc.gov.br,
MG,315250,POUSO ALEGRE,2127989,COMPLEXO HOSPITALAR SAMUEL LIBANIO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,RUA COMENDADOR JOSE GARCIA,777,,CENTRO,37553079,(35)34293200,-22.2231646,-45.9273362,secretaria@hcsl.edu.br,
MG,314330,MONTES CLAROS,7366108,HOSPITAL DAS CLINICAS DOUTOR MARIO RIBEIRO DA SILVEIRA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,PLINIO RIBEIRO,539,,JARDIM BRASIL,39401222,38 32188150,-16.696376,-43.864089,adriana.paculdino@hcmarioribeiro.com.br,
PE,261640,VITORIA DE SANTO ANTAO,3194930,CLINICA DA MULHER,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AV SILVA JARDIM,100,,MATRIZ,55602000,(81)35234050,-8.11503304149813,-35.29239356517792,pmvsaude@vk.com.br,
SP,351880,GUARULHOS,9492380,PRONTO ATENDIMENTO PARQUE ALVORADA,008 PRONTO ATENDIMENTO,73 PRONTO ATENDIMENTO,001 PRONTO ATENDIMENTO GERAL,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA SANTA HELENA,145,ANEXO PA,JARDIM MARIA DIRCE,7241270,1124845659,-23.438094,-46.428484,adm.paalvorada@gmail.com,
SP,355220,SOROCABA,2081695,CONJUNTO HOSPITALAR SOROCABA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV COMENDADOR PEREIRA INACIO,564,,JARDIM VERGUEIRO,18030005,(15) 33329121,-23.312365363006315,-47.27408409118652,aldo.tessaroto@chssorocaba.org.br,
RJ,330455,RIO DE JANEIRO,9654151,SMS CENTRO DE EMERGENCIA REGIONAL CER REALENGO AP 51,008 PRONTO ATENDIMENTO,20 PRONTO SOCORRO GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,RUA NILOPOLIS,329,,REALENGO,21725090,(21) 2042-2096,-22.86607,-43.43868,faturamento.hmas@vivario.org.br,
AM,130353,PRESIDENTE FIGUEIREDO,2013320,HOSPITAL GERAL E MATERNIDADE ERALDO NEVES FALCAO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA DA PREFEITURA,S/N,HOSPITAL,CENTRO,69722052,(92)33241005,-2.0447582425986375,-60.02684533596039,sms-presidentefigueiredo@saude.am.gov.br,
MG,315727,SANTA BARBARA DO MONTE VERDE,2142139,UNIDADE BASICA DE SAUDE DE SANTA BARBARA DO MONTE VERDE,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA PADRE CAETANO NAVAZIO,S/N,,CENTRO,36132000,(32) 3283 8266,-21.95916,-43.70303,saude.sbmv@gmail.com,
MA,210990,SANTA INES,2465256,CENTRO DE SAUDE DJALMA MARQUES,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA 21 DE AGOSTO,362,,CENTRO,65300016,(98)6531560,-3.6622945,-45.3789629,semus.santaines@gmail.com,
SC,420460,CRICIUMA,2594277,HOSPITAL MATERNO INFANTIL SANTA CATARINA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA WENCESLAU BRAZ,1015,,OPERARIA NOVA,88809020,4835122137,-28.67554683146602,-49.387149810791016,,
SP,354430,ROSEIRA,2079046,UNIDADE MISTA DE SAUDE DE ROSEIRA DR PAULO GUIMARAES CASTRO,016 AMBULATORIO,15 UNIDADE MISTA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA ROQUE VIEIRA DA SILVA,S/N,,CENTRO,12580003,(12)36469440,-22.899032,-45.303537,saude@roseira.sp.gov.br,
RJ,330330,NITEROI,12505,HOSPITAL UNIVERSITARIO ANTONIO PEDRO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PRIVADO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA MARQUES DO PARANA,303,,CENTRO,24033900,(21) 26299114,-22.895500840460503,-43.1122477899359,uac.huap@ebserh.gov.br,https://www.gov.br/ebserh/
CE,230430,FARIAS BRITO,4011163,POSTO DE SAUDE DE CARAS,001 UNIDADE BASICA DE SAUDE,01 POSTO DE SAUDE,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,SITIO CARAS,S/N,,SITIO CARAS,63185000,(88) 3544 1258,-6.9268911,-39.4942253,saude@fariasbrito.ce.gov.br,
MA,211285,VILA NOVA DOS MARTIRIOS,2457571,HOSPITAL E MATERNIDADE NOSSA SENHORA DA PENHA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA PRESIDENTE MENDES,S/N,,CENTRO,65924000,,-5.1815823,-48.1399577,,
MG,317010,UBERABA,2206595,HOSPITAL DE CLINICAS DA UFTM,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,GETULIO GUARITA,130,,NOSSA SENHORA DA ABA,38025440,34 33185020,-19.79430000000004,-47.79429999999940,contabilidade@dof.uftm.edu.br,
ES,320520,VILA VELHA,2465787,HOSPITAL MUNICIPAL DE COBILANDIA,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA FLUVIOPOLIS,S/N,,COBILANDIA,29111240,(27)33697511,-20.353557449272,-40.35386770710314,,
AM,130200,ITAPIRANGA,2708906,UNIDADE HOSPITALAR DE ITAPIRANGA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA BARBARA MIRANDA,S/N,,JARDIM PRIMAVERA,69120000,(92)35752112,-2.747716887025489,-58.03025722503662,,
MT,510790,SINOP,7099371,UPA SINOP DRA ANETE MARIA MOTA MARIA,008 PRONTO ATENDIMENTO,73 PRONTO ATENDIMENTO,003 UPA,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA ANDRE MAGGI,7077,PREDIO,JARDIM DAS ACACIAS,78553252,66 99626 8578,-11.82335437164791,-55.510042905807495,anapaula.moura@asaudem.org.br,
MG,310620,BELO HORIZONTE,27863,HOSPITAL RISOLETA TOLENTINO NEVES,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,RUA DAS GABIROBAS,1,,BAIRRO LARANJEIRAS,31744012,34593200,-19.817542246948534,-43.94853115081787,dirgeral@hrtn.fundep.ufmg.br,
RN,240325,PARNAMIRIM,7885199,UPA MARIA NAZARE,008 PRONTO ATENDIMENTO,73 PRONTO ATENDIMENTO,003 UPA,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA ROSA FERNANDES DA SILVA,S/N,,NOVA ESPERANCA,59144210,,-5.942057298973695,-35.27833841892015,,
GO,521880,RIO VERDE,5052262,SAE SERVICOS DE ATENDIMENTOS ESPECIALIZADOS,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Sim,RUA COMENDADOR LEAO,101,,VILA MORAES,75901450,6436202401,-17.8029725,-50.9359708,aidsrv@hotmail.com,
CE,231395,VARJOTA,2479893,HOSPITAL MUNICIPAL DE VARJOTA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVENIDA PROFESSORA EDITE CASTRO,445,,ACAMPAMENTO,62265000,6391252,-4.199109924340684,-40.464545488357544,,
CE,230440,FORTALEZA,7047428,HOSPITAL E MATERNIDADE DRA ZILDA ARNS NEUMANN,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,AVENIDA LINEU MACHADO,145,,JOQUEI CLUBE,60520101,085 32333954,-3.761016,-38.574213,faturamentohmulherfortaleza@hotmail.com,
BA,292530,PORTO SEGURO,3285073,USF WILSON BATISTA BARBOSA I,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA VILGO MORAES,256,,SANTIAGO,45810000,(73) 3575 3724,-16.449873838291914,-39.06493663787842,dab.portoseguro@gmail.com,
MG,313620,JOAO MONLEVADE,2709848,HOSPITAL MARGARIDA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Sim,Sim,Sim,RUA DR GERALDO SOARES DE SA,S/N,,VILA TANQUE,35930437,(31)38523144,-19.82862446032704,-43.144426345825195,,
BA,290340,BELMONTE,2413922,HOSPITAL DR JOSE DA COSTA PINTO DANTAS,006 HOSPITAL,05 HOSPITAL GERAL,N/A,DUPLA,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA SALDANHA DA GAMA,S/N,CASA,CENTRO,45800000,(73)3287 2991,-15.8585366,-38.8778818,cpditamaraju@gmail.com,
SP,355030,SAO PAULO,2079186,HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,DEPUTADO EMILIO CARLOS,3100,,VILA NOVA CACHOEIRIN,2721000,(1139861234 / 1085,-23.480121,-46.672611,hmvncdiretoriatecnica@prefeitura.sp.gov.br,
